request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_181,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to USD -542.03, below the required minimum of 2,000, and no eligible payment method keeps the plan safe."
request_182,3927.17,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to ZAR 35,027.17, below the required minimum of 31,100, and no eligible payment method keeps the plan safe."
request_183,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -14,167,984.88, below the required minimum of 11,878,300, and no eligible payment method keeps the plan safe."
request_184,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to INR -192,644.07, below the required minimum of 110,800, and no eligible payment method keeps the plan safe."
request_185,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -1,915.52, below the required minimum of 1,300, and no eligible payment method keeps the plan safe."
request_186,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to ZAR -43,584.48, below the required minimum of 22,000, and no eligible payment method keeps the plan safe."
request_187,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to INR -28,432.61, below the required minimum of 128,300, and no eligible payment method keeps the plan safe."
request_188,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -2,831.32, below the required minimum of 900, and no eligible payment method keeps the plan safe."
request_190,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -1,403.48, below the required minimum of 1,600, and no eligible payment method keeps the plan safe."
request_189,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR 227.34, below the required minimum of 400, and no eligible payment method keeps the plan safe."
request_192,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to USD -233.45, below the required minimum of 1,000, and no eligible payment method keeps the plan safe."
request_191,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR 319.42, below the required minimum of 500, and no eligible payment method keeps the plan safe."
request_193,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -2,413.19, below the required minimum of 1,000, and no eligible payment method keeps the plan safe."
request_194,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to INR -97,553.66, below the required minimum of 113,600, and no eligible payment method keeps the plan safe."
request_195,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -869, below the required minimum of 700, and no eligible payment method keeps the plan safe."
request_196,564.32,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR 1,064.32, below the required minimum of 500, and no eligible payment method keeps the plan safe."
request_197,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -15,895,090.29, below the required minimum of 26,245,900, and no eligible payment method keeps the plan safe."
request_198,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to INR 119,234.76, below the required minimum of 124,300, and no eligible payment method keeps the plan safe."
request_200,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR 10,760,848.91, below the required minimum of 20,114,600, and no eligible payment method keeps the plan safe."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use installments: 2024-09-07: IDR 8,206,986.67, then 2024-10-08: IDR 8,206,986.67, then 2024-11-08: IDR 8,206,986.67. This keeps the balance at or above the 25,359,500 minimum throughout the forecast."
request_202,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to INR -70,750.41, below the required minimum of 147,800, and no eligible payment method keeps the plan safe."
request_203,1184.76,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR 2,584.76, below the required minimum of 1,400, and no eligible payment method keeps the plan safe."
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Pay IDR 23,997,000 in full today. This keeps the projected balance at or above the 17,304,500 minimum throughout the 90-day forecast (worst point projected at IDR 47,804,848.95)."
request_205,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -1,238,006.62, below the required minimum of 13,994,300, and no eligible payment method keeps the plan safe."
request_204,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -2,823.96, below the required minimum of 1,300, and no eligible payment method keeps the plan safe."
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use installments: 2025-08-03: EUR 486.96, then 2025-08-31: EUR 486.96, then 2025-09-28: EUR 486.96. This keeps the balance at or above the 900 minimum throughout the forecast."
request_207,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to ZAR 7,170.02, below the required minimum of 13,600, and no eligible payment method keeps the plan safe."
request_209,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to ZAR 14,255.56, below the required minimum of 18,400, and no eligible payment method keeps the plan safe."
request_208,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -14,965,209.98, below the required minimum of 10,470,700, and no eligible payment method keeps the plan safe."
request_210,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to USD -2,140.45, below the required minimum of 2,000, and no eligible payment method keeps the plan safe."
request_211,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR 10.52, below the required minimum of 1,500, and no eligible payment method keeps the plan safe."
request_213,2723.58,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to USD 4,823.58, below the required minimum of 2,100, and no eligible payment method keeps the plan safe."
request_212,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -40,630,813.14, below the required minimum of 29,579,800, and no eligible payment method keeps the plan safe."
request_214,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to INR -225,920.16, below the required minimum of 174,900, and no eligible payment method keeps the plan safe."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use installments: 2025-05-09: ZAR 10,395.15, then 2025-06-06: ZAR 10,395.15, then 2025-07-04: ZAR 10,395.15. This keeps the balance at or above the 15,700 minimum throughout the forecast."
request_217,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to ZAR 1,685.34, below the required minimum of 26,800, and no eligible payment method keeps the plan safe."
request_218,8006859.08,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR 42,484,059.08, below the required minimum of 34,477,200, and no eligible payment method keeps the plan safe."
request_216,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to USD -844.61, below the required minimum of 1,800, and no eligible payment method keeps the plan safe."
request_219,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -1,172.58, below the required minimum of 1,100, and no eligible payment method keeps the plan safe."
request_220,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -1,640.11, below the required minimum of 1,100, and no eligible payment method keeps the plan safe."
request_221,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to INR 1,024.74, below the required minimum of 81,500, and no eligible payment method keeps the plan safe."
request_223,305.25,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR 1,105.25, below the required minimum of 800, and no eligible payment method keeps the plan safe."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 in full today. This keeps the projected balance at or above the 27,300 minimum throughout the 90-day forecast (worst point projected at ZAR 65,560.58)."
request_224,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -55,525,220.38, below the required minimum of 22,187,600, and no eligible payment method keeps the plan safe."
request_225,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -30,955,231.82, below the required minimum of 17,670,700, and no eligible payment method keeps the plan safe."
request_226,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to INR -166,709.13, below the required minimum of 209,400, and no eligible payment method keeps the plan safe."
request_227,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to INR -45,380.05, below the required minimum of 62,900, and no eligible payment method keeps the plan safe."
request_229,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -809.78, below the required minimum of 1,000, and no eligible payment method keeps the plan safe."
request_228,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -40,450,629.57, below the required minimum of 26,191,200, and no eligible payment method keeps the plan safe."
request_230,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR 961.97, below the required minimum of 2,000, and no eligible payment method keeps the plan safe."
request_231,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to ZAR -5,737.04, below the required minimum of 24,300, and no eligible payment method keeps the plan safe."
request_233,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -27,534,344.29, below the required minimum of 10,365,700, and no eligible payment method keeps the plan safe."
request_232,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -4,595.56, below the required minimum of 2,400, and no eligible payment method keeps the plan safe."
request_235,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to USD -518.90, below the required minimum of 700, and no eligible payment method keeps the plan safe."
request_234,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -265.93, below the required minimum of 700, and no eligible payment method keeps the plan safe."
request_237,23014825.97,affordable_with_plan,full_payment,2026-04-05:23826000,,reduce_to:projected:shopping:2026-04-11:754870.29|reduce_to:projected:shopping:2026-05-11:754870.29,"Use full payment: 2026-04-05: IDR 23,826,000. This keeps the balance at or above the 22,431,500 minimum throughout the forecast. Requires: reduce_to:projected:shopping:2026-04-11:754870.29; reduce_to:projected:shopping:2026-05-11:754870.29."
request_236,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -8,778,229.96, below the required minimum of 16,768,600, and no eligible payment method keeps the plan safe."
request_239,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to USD 298.51, below the required minimum of 600, and no eligible payment method keeps the plan safe."
request_238,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to USD -192.08, below the required minimum of 700, and no eligible payment method keeps the plan safe."
request_240,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to INR -82,602.39, below the required minimum of 52,800, and no eligible payment method keeps the plan safe."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use installments: 2024-03-17: IDR 7,298,026.67, then 2024-04-17: IDR 7,298,026.67, then 2024-05-18: IDR 7,298,026.67. This keeps the balance at or above the 19,252,000 minimum throughout the forecast."
request_243,15154.67,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to ZAR 35,054.67, below the required minimum of 19,900, and no eligible payment method keeps the plan safe."
request_244,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to ZAR 24,314.80, below the required minimum of 45,900, and no eligible payment method keeps the plan safe."
request_242,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -1,104.90, below the required minimum of 600, and no eligible payment method keeps the plan safe."
request_245,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to INR -183,754.91, below the required minimum of 94,600, and no eligible payment method keeps the plan safe."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,reduce_to:projected:shopping:2026-04-12:1243.16|reduce_to:projected:shopping:2026-05-12:1243.16,"Use installments: 2026-04-03: ZAR 22,216.48, then 2026-05-03: ZAR 22,216.48, then 2026-06-02: ZAR 22,216.48. This keeps the balance at or above the 39,300 minimum throughout the forecast. Requires: reduce_to:projected:shopping:2026-04-12:1243.16; reduce_to:projected:shopping:2026-05-12:1243.16."
request_247,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -209, below the required minimum of 1,300, and no eligible payment method keeps the plan safe."
request_249,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to USD -527.84, below the required minimum of 600, and no eligible payment method keeps the plan safe."
request_248,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to USD -891.08, below the required minimum of 1,300, and no eligible payment method keeps the plan safe."
request_250,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to ZAR -39,435.99, below the required minimum of 35,300, and no eligible payment method keeps the plan safe."
request_251,58.71,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR 1,358.71, below the required minimum of 1,300, and no eligible payment method keeps the plan safe."
request_252,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -7,846,075.36, below the required minimum of 15,152,200, and no eligible payment method keeps the plan safe."
request_253,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -2,831.77, below the required minimum of 2,300, and no eligible payment method keeps the plan safe."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Pay IDR 3,345,000 in full today. This keeps the projected balance at or above the 9,813,900 minimum throughout the 90-day forecast (worst point projected at IDR 14,337,590.62)."
request_254,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to USD -842.57, below the required minimum of 2,500, and no eligible payment method keeps the plan safe."
request_257,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to USD -659.95, below the required minimum of 1,600, and no eligible payment method keeps the plan safe."
request_258,47.29,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to USD 547.29, below the required minimum of 500, and no eligible payment method keeps the plan safe."
request_256,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to INR -51,057.71, below the required minimum of 168,600, and no eligible payment method keeps the plan safe."
request_260,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -9,475,674.77, below the required minimum of 20,727,700, and no eligible payment method keeps the plan safe."
request_259,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -307.36, below the required minimum of 600, and no eligible payment method keeps the plan safe."
request_262,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -34,011,340.28, below the required minimum of 31,018,500, and no eligible payment method keeps the plan safe."
request_261,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR 198.69, below the required minimum of 1,500, and no eligible payment method keeps the plan safe."
request_264,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to INR -59,820.22, below the required minimum of 59,500, and no eligible payment method keeps the plan safe."
request_263,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to ZAR -45,024.79, below the required minimum of 24,100, and no eligible payment method keeps the plan safe."
request_265,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to INR 159,932.36, below the required minimum of 189,700, and no eligible payment method keeps the plan safe."
request_266,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -261.10, below the required minimum of 900, and no eligible payment method keeps the plan safe."
request_267,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -671.02, below the required minimum of 1,500, and no eligible payment method keeps the plan safe."
request_268,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -1,236.09, below the required minimum of 1,400, and no eligible payment method keeps the plan safe."
request_270,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to USD 418.18, below the required minimum of 1,400, and no eligible payment method keeps the plan safe."
request_269,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to ZAR -46,991.97, below the required minimum of 23,100, and no eligible payment method keeps the plan safe."
request_271,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to INR -154,580.46, below the required minimum of 58,200, and no eligible payment method keeps the plan safe."
request_272,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -1,817,439.27, below the required minimum of 7,508,600, and no eligible payment method keeps the plan safe."
request_274,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to EUR -1,543.92, below the required minimum of 1,800, and no eligible payment method keeps the plan safe."
request_273,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -28,951,679.17, below the required minimum of 18,774,600, and no eligible payment method keeps the plan safe."
request_275,0,not_affordable,not_recommended,none,,none,"Not affordable within the forecast period: the projected balance falls to IDR -2,004,022.64, below the required minimum of 12,760,100, and no eligible payment method keeps the plan safe."
